host_id,host_about,user_id
17894286,"Born and raised in the Chicagoland area. After meeting my husband in one of the neighborhoods that I grew up in, we decided to move to the Northside of Chicago. I enjoy running, reading, practicing yoga sculpt, and wine tasting. 

We love to travel and started using Airbnb shortly after its establishment. There are so many incredible memories because of Airbnb. I couldn’t wait to become a host myself and share the experience and community of where we live with others! ",17894286
110244439,Chicago Native - Love the cityscape,110244439
51668477,"I am a 60 year old artist who loves to travel. I live alone in a lovely artist loft right in the middle of exciting River North Chicago.
Come have a unique experience. I will be glad to give you some insights to this beautiful cosmopolitan city by the lake.",51668477
166472628,"I am a photographer, artist, entrepreneur. I like traveling, biking, hiking reading. I typically spend time out exploring when visiting new places. 
I am an Airbnb host and wish to create a pleasant,  peaceful & comfortable stay for my guests.",166472628
37880875,Born and raised in Chicago but love to travel. Helen and her husband live and work in the Lakeview area. They love the area and all the fun things to do in Chicago. ,37880875
191261109,,191261109
235928634,,235928634
71463113,"Our family of 3 likes to spend time with our family and friends in Illinois, Michigan, Missouri and Wisconsin.  We make sure to get outside as much as possible unless our own personal projects happen to be the priority of the day.  We love to travel as well, we have been to Mexico, Paris, and Hawaii!",71463113
57550905,,57550905
2688507,"Hi, I'm Luke. I've lived in Logan Square for 12 years and I'm passionate about the neighborhood. My family would love to host your stay and we hope to help make it a comfortable and memorable one. We've created this apartment with our ideal Airbnb stay in mind. We hope you like it. 

Please reach out with any questions! Looking forward to getting to know you.",2688507
108748830,Teacher. Father. Artist. Traveler.,108748830
217927066,"Hello, I’m Helen Michelle.  I am a person that loves people. I want to see everybody live their best life and I am welling to assist.  I believe in doing the possible and allowing God to do the impossible.  I love family, friends, cooking, entertaining, traveling, reading, and studying. ",217927066
47172572,"IMAGINE THE PERFECT SPACE IN THE PERFECT PLACE.

Easy-breezy booking. 100% reliability. With Zencity, you get apartment-style suites maintained to hotel standards in cool and convenient neighborhoods. It’s the simplest decision you’ll make in renting or travel.",47172572
47172572,"IMAGINE THE PERFECT SPACE IN THE PERFECT PLACE.

Easy-breezy booking. 100% reliability. With Zencity, you get apartment-style suites maintained to hotel standards in cool and convenient neighborhoods. It’s the simplest decision you’ll make in renting or travel.",47172572
47172572,"IMAGINE THE PERFECT SPACE IN THE PERFECT PLACE.

Easy-breezy booking. 100% reliability. With Zencity, you get apartment-style suites maintained to hotel standards in cool and convenient neighborhoods. It’s the simplest decision you’ll make in renting or travel.",47172572
39047799,Married with two great younger boys.  We love our home and keep it very clean and comfortable for all of our guests. ,39047799
22859587,"As a lifelong Chicagoan, I enjoy everything Chicago has to offer. I also love traveling and staying in other Airbnb’s worldwide, exploring the outdoors(year round), running, yoga, all types of creatively styled food & perusing art of all kinds and have a special love for design and architecture as well. I love sharing my home and knowledge about this wonderful city and helping to make a stay in Chicago a memorable experience. Cheers to adventure!",22859587
57387860,"Freehand Chicago is housed in a 1927 building in Chicago’s vibrant River North neighborhood – home to some of the city’s best art galleries, boutiques and restaurants.

Freehand is a collection of hotels that combine the social culture of a hostel with innovative design, award-winning food and beverage, and a community-driven atmosphere. Each Freehand takes its cues from the surrounding neighborhood, with spaces that are a microcosm of the best each city has to offer.",57387860
51605018,"My husband and I work in the creative industry. I love hosting guests and traveling. As fellow hosts I think we understand how to behave as guests :) we remove our shoes when walking into someone’s home and could never imagine leaving a mess. 

we have had mostly great guests who appreciate the space we put so much work into.. we try to give guests their space and privacy- but are also happy to offer help with ideas of what to do while visiting. I freelance and often work from home so if I’m available to help I will. ",51605018
25869463,"I travel between rural France and small town Illinois. I love restoring historic properties.  In Chicago I host guests in a Victorian grey stone building in West Town, and in France in a 300 year old stone house. They are both wonderful places to stay!",25869463
24388042,,24388042
220328753,"Hi!! Love to travel! I’m originally from Peru, have lived in Madrid most of my childhood, and now I’m between Chicago & Tulum as a digital nomad. I’ve been in over 28 countries thus far and still planning my next trips this year.

Thanks for checking my profile and looking forward to meeting you in either my next trip, or your next trip to Chicago. 

Hablo español en caso usted necesite ayuda navegando la ciudad de Chicago ;)",220328753
107486238,,107486238
16961442,Real Estate investor ,16961442
48532103,"I am a respectful woman, I travel when I attend seminars or work meetings. Sometimes I travel with my daughters, I enjoy meeting people, I loves plants.",48532103
42235579,Young professional who enjoys traveling.,42235579
43933909,"I'm a Chicagoan who enjoys the outdoors (camping, hiking, swimming, etc.), and who knows the city well. I've mostly lived here, other than a few years in Manhattan, New York and Champaign, Illinois for college. I love to travel and have done a fair amount of it in the continental United States, Canada, and Mexico; along with some international destinations - primarily in Europe. I am always looking for another adventure...",43933909
115855112,"We're a duo of musicians from California and Hong Kong, parents of two rascals, and passionate hosts of new friends in our 1885 Chicago cottage.",115855112
210984821,I've been a resident in Chicago for 13 years and live with my family on the north side of the city. I enjoy hosting people from all over the world to experience our amazing neighborhood and city.,210984821
223262080,"I'm a dedicated host and passionate about meeting, knowing & providing care to people. That drives me in becoming a host to ensure people are care for during their stay in Chicago. I love travelling, movies, reading, listening to music from all background. I love building a good relationship with people & always go extra miles to leave a lasting memorable impression about me. I can't do without God, my family, friends, helping, and enjoying life.",223262080
149746028,,149746028
153829791,"Hello, I'm Venisha – a Data Analyst and your welcoming host in Chicago. I'm excited to return after a hiatus since 2021. Meeting new people, exploring diverse skills, and savoring culinary delights are my passions. Beyond that, I find fulfillment in inspiring others.
For any inquiries or to secure your booking, don't hesitate to drop me a message. I'm here to chat and assist whenever needed. Looking forward to the opportunity to connect with you!",153829791
227834373,,227834373
237929767,,237929767
227806313,,227806313
180983956,,180983956
74620805,"Hi, we are Almir and Majda. We are Airbnb hosts ourselves and love to travel.  ",74620805
107434423,"We’re Blueground, a global proptech company with several thousand move-in-ready apartments in a growing number of major cities around the world. With flexible terms and homes in vibrant, centrally based neighborhoods, you’ll feel at home and free to roam for as long as you want — a month, a year, or longer. 

Each apartment is thoughtfully designed with exclusive furnishings, fully equipped kitchens, and incredible amenities – making every day a five-star experience. From day one, you’ll enjoy high-speed Wi-Fi, premium linens, and smart home entertainment. Plus, access to pools, gyms, and outdoor spaces in select buildings.

Why stress over your apartment? We provide a hassle-free alternative — a consistent, quality guest experience that starts even before you arrive. Because we let you book our most up-to-date apartment listings online, confirm with a click, pay securely, and check in easily. 

Even better? You can enhance your stay with car rentals, grocery delivery, laundry services, and more through our special partnerships. 

During your stay
Upon arrival, you’ll either be greeted personally by a Blueground team member or given self-check-in instructions. The entire apartment is yours! You’ll enjoy reliable support via email, phone, and our Guest App, where you can request everything from a home cleaning to extra towels. 

We’ll share all details upon confirmation of your stay.",107434423
125651621,two young professionals working and living in Chicago and travel often. ,125651621
65767899,"Chicago native who has a pulse on Wrigleyville, Lakeview, Uptown, Andersonville and surrounding neighborhoods.  Resource for the neighborhood's hidden gems.  Also with a lovely 10 year old so if you have kids I can also help direct all that energy.

Travel writer, photographer, and your local Chicago host!",65767899
26250043,"I am a fun loving, hardworking creative currently living in Chicago.",26250043
231173112,"I’m a fan of pets, plants, and pretty old homes",231173112
44773457,My fiancé are Airbnb’ing around the US for a year while we figure out where we want to settle ,44773457
40611884,,40611884
43010919,I Love to travel and see all the beautiful places and people around the world :) ,43010919
20475301,,20475301
184422279,,184422279
544270,,544270
43100816,"A Chicago Real Estate Developer who thrives for hosting new experiences for guests. Let’s talk Travel, Videography, Real Estate and Good Vegetarian Eats!",43100816
238929884,,238929884
26250043,"I am a fun loving, hardworking creative currently living in Chicago.",26250043
26250043,"I am a fun loving, hardworking creative currently living in Chicago.",26250043
26250043,"I am a fun loving, hardworking creative currently living in Chicago.",26250043
691000,"Love Travelers,  traveling and everything in between.  Born and raised in Chicago, we became avid travellers and barter enthusiasts. With over 20 years of travelling we could easily write our own book on travelling on a budget.  We PRIDE ourselves on the deals we obtain.  A week in Ireland, rental of two 3 bedroom entire homes for $45! FOUR Chicago Bull playoff games during the Michael Jordan Era included 4th row floor seats, box seats...$100 total!  Travelled europe thru 15 countries for $500 including accommodations and food...for a 3 month period!  And this was BEFORE Airbnb. We can go on.  We are geeked when we find a deal and become just plain silly with happiness at an unbelievable deal.  Even upon confirmation, our website for our guests are filled with free and things to do for CRAZY CHEAP.  'Spend like a spencer, but live like a king!'  

We feel everyone should open their minds to new things, cultural experiences and diversity.  Only then can you understand people thru their eyes and not some narrow minded media coverage.  By letting their experience be your experience will help you better understand people in a true and raw sense.  That's why we simply love Airbnb.  It places you in parts of the world where you probably wouldn't have gone but always wanted to go to get that 'local' feel with a local and trusted host.   

Since we don't travel as much as I used to....Let your experience be our experience!

We look forward to meeting you.",691000
13005461,"Property manager & Airbnb co-host 
",13005461
459291,"I want my guests to feel like they live here during their stay.  I am a Chicagoan through and through, born and raised here, the 5th of 8 siblings, my parents came to Chicago from Ecuador with my 4 older sisters, had me (1st American in my family), my younger sister and 2 brothers.  My 7 siblings and I live in Illinois with our families, 3 of us still live in Chicago with our families.  I speak fluent Spanish and enjoy the diversity and culture of Chicago.",459291
222479012,"I am a born and raised Chicagoan!  I have been working in education, specifically in Englewood for about 14 years, and I love it.  In my free time, I love singing and dancing with my daughter, son, and husband.  
My favorite shows include The Office, Law & Order, and This is Us.  I love reading murder mystery books. 
Since I'm always in the city, I like to travel to tranquil beach destinations.",222479012
162475814,"Full time travel nurse and Doberman dad - part time snowboarder, hiker, and football fan!  Traveling and living our best lives. ",162475814
137406103,,137406103
228406280,"Welcome to Lang House Chicago, an architectural gem available for your  Chicago vacation.   Lang House Chicago is a professionally managed vacation rental in the Rogers Park neighborhood.  Chicago is all about neighborhoods, architecture and history.  Lang House Chicago has it all; located right on Sheridan Road just 1 block from Lake Michigan, Lang House is a Four Square Prairie Style home designed by Edgar Newman and built in 1919.  The home is beautifully preserved and elegantly appointed.  

My team includes professional property managers and hospitality staff.  We  work for a company that restores and manages historically significant homes.  Lang House Chicago is a home that reflects the pride and love of many of us on the management team.  We are happy to be your hosts! 

My name is Carmen and I have lived in Chicago for 11 years, having moved around the country throughout my life, and settling here with my family.  It had always been my dream to live in Chicago due to the rich architecture,  which is unlike that of any other city in the world.  I have grown to love the lake and the history of this city.      

Please send a message if you have any questions about the home or the neighborhood.  I can also help you with recommendations for local restaurants and must-see attractions in Chicago.",228406280
2764673,I want you to enjoy all the culture Chicago has to offer while experiencing it in the most comfortable way possible!,2764673
51668477,"I am a 60 year old artist who loves to travel. I live alone in a lovely artist loft right in the middle of exciting River North Chicago.
Come have a unique experience. I will be glad to give you some insights to this beautiful cosmopolitan city by the lake.",51668477
54076186,"Hello!  My name is Jennifer and I am the founder of Ovation Rentals, LLC which specializes in connecting hosts (including myself!) with guests looking for short- and long-term rental units in Chicago and Southwest Michigan.  We have something for everyone, from the unexpected visitor just needing a safe, comfortable place to rest her head to a family planning a big reunion on Lake Michigan.  

I am originally from Chicago, but when to college in UPENN in Philadelphia and also lived in New York before settling back in the Second City.  I have been a lover of travel for as long as I remember.  I took my first international trip  (to Paris!) when I was just 15 years old.  I made a deal with my dad that if I could save up the money for the flights by working 2 summer jobs then he would pay for the hotel and meals.  I worked my butt off that summer and we spent Christmas in Paris...and I was hooked on world travel!  Before Airbnb existed, I did much of my international travel via Home Exchange - where you exchange homes with a host family in another city (NOT the same as ""couch surfing"" lol).  I found that experiencing a new city like a local was infinitely more enjoyable than staying in a stuffy hotel, so when Airbnb came along I was overjoyed to have a new way to ""live like a local!""  And eventually I evolved from just an Airbnb Traveler to an Airbnb Host.  

As a host I strive to help my guests experience all the things I love about the cities and towns that I love - the food, culture and  natural beauty - in comfortable accommodations that are reasonably priced.  I strive to do the same for the other hosts that I represent through Ovation.  Our goal is to make every guest feel truly at home!",54076186
240272630,"Greeting!
I am excited to share my home with the Airbnb community.  It is a rehabbed classic brick Chicago 3-Flat. It’s a great living space with all the amenities guests need. I have lived and worked in the neighborhood with my family for over 20 years and it’s a great place to stay when visiting Chicago. If you have any questions, please let me know.
Thanks, 
David",240272630
93947435,"Hey, I'm Joe ! Some of the things I enjoy in life are, the beach, urban farming, playing in my Classic Country band, Roller blading, playing guitar and riding bikes!",93947435
43933909,"I'm a Chicagoan who enjoys the outdoors (camping, hiking, swimming, etc.), and who knows the city well. I've mostly lived here, other than a few years in Manhattan, New York and Champaign, Illinois for college. I love to travel and have done a fair amount of it in the continental United States, Canada, and Mexico; along with some international destinations - primarily in Europe. I am always looking for another adventure...",43933909
44678013,I love to laugh!!!  Period!  LOL!,44678013
133979185,,133979185
11108717,"I'm Chris from Wisconsin. I really love how much Chicago has to offer: diverse restaurants, cultures, festivals, music scenes, and beautiful sights.  I have a relaxed style in hosting guests and want you to feel at home.  ",11108717
233682638,"Our 1st vacation rental, The Original Wrigleyville Coach House has been such a success that by 2018 we have added 2 more locations.  One more in the Chicago/Wrigleyville market and our latest in Tucson AZ , The Greens at Ventana.  

Looking to purchase in Chicago or Arizona?  We offer discounts on Real Estate and Mortgage Services for any of our guests and referral partners.   

We have a proven track record.  Not only have we ourselves purchased, remodeled, and sold over 50 units in and around the neighborhoods that our rentals are located.  We have also helped advise over 3,000 families buy, sell, remodel or refinance in these same areas.  Please lean on us and our local knowledge to help you explore options.  Our passion is real estate and our advice makes a difference.",233682638
172229895,"A native New Yorker, I first visited Chicago in 2003 and fell in love with the Pilsen neighborhood. So when it was time to move to Chicago in 2006 the choice was easy. 

My husband was born and raised in Pilsen and together we have happily raised our family in the neighborhood. We bought our first home in 2008 and have enjoyed watching the progression. Pilsen is a unique place that you have to experience yourself to truly appreciate. 

We enjoy traveling and have traveled   through Europe and to our native countries of Colombia and Mexico many times. We travel with our children as we love them to experience different cultures and cities. 

We are happy to help with any questions you may have and our goal is to create an experience that is enjoyable and relaxing.",172229895
194299805,"Twelve years a Chicagoan. I think I can say that now after being here a decade. Originally from Southwest Michigan, but a city kid at heart.

Enjoy a wide range of activities from spending a whole day in bed, to kicking back at the local neighborhood bar, and even hiking a glacier in Iceland or climbing Incan ruins in/near Machu Picchu.

Spending time lately between Jaco, Costa Rica and Northern Michigan as we get our summer and winter homes situated and setup for Airbnb guests in the meantime.",194299805
46639769,,46639769
53898532,,53898532
55327009,,55327009
183781991,"I'm a lover of art and live in full color. Born in Mexico and transplanted to the windy city when I was ten, life took me to L.A over two decades ago yet I still call Chicago home, so much so that I got this place to come  home to and now for you to enjoy. I can tell you I love painting and writing poetry but I think you already noticed.",183781991
4478538,Lover of travel.  Hosting people and being hosted is a vital part of enjoying life in my opinion.,4478538
217927066,"Hello, I’m Helen Michelle.  I am a person that loves people. I want to see everybody live their best life and I am welling to assist.  I believe in doing the possible and allowing God to do the impossible.  I love family, friends, cooking, entertaining, traveling, reading, and studying. ",217927066
161781533,"I’m a Native Chicagoan and I enjoy cooking, yoga, crystals and plants ",161781533
220328753,"Hi!! Love to travel! I’m originally from Peru, have lived in Madrid most of my childhood, and now I’m between Chicago & Tulum as a digital nomad. I’ve been in over 28 countries thus far and still planning my next trips this year.

Thanks for checking my profile and looking forward to meeting you in either my next trip, or your next trip to Chicago. 

Hablo español en caso usted necesite ayuda navegando la ciudad de Chicago ;)",220328753
10917550,"Our quality of life depends on how well we deal with adversity!  Feel positive. Live positive.  I grew up in a small coastal town in Maine.  When I turned 19 I realized that I was a closet wanderer.  So I hit the road and covered much of the U.S. and all of Europe.  I taught skiing in the Rockies and rode my BMW R65-LS from coast to coast.  When I was in Europe I was amazed at how willing people were to open their homes to a total stranger.  I had one of my best experiences living with a family in Romania in the Carpathian Mountains.  Amazing!  I feel this is the best way possible to travel.  It's part of why I love Air B&B.  Hotel shmotel!  Live the life of the area.  That's an experience.  Now my wandering days are over.  I'm rooted in one of the coolest communities I know.  Rich with art and spirit. I have two amazing girls that help me garden, can, collect eggs and milk.  My partner is a fellow East Coast boy, world class jazz pianist and my right hand man. I also tour with an ABBA tribute band as well as a Pink Floyd tribute band but don't hold that against me.  I hope you like it here half as much as we do!!",10917550
195015117,"My husband and I have been married 15 years, we live in Chicago with our 6 year old daughter. I work in theatre and my husband works in social work. We love to travel, cook, explore new places, and challenge ourselves to stay active.",195015117
129881621,"A city girl who loves nature. Into cooking and good food. Has an adventurous and outgoing husband and toddler. Loves furry animals, despite allergies. Big traveler. Big homebody.",129881621
4478538,Lover of travel.  Hosting people and being hosted is a vital part of enjoying life in my opinion.,4478538
17878147,,17878147
93947435,"Hey, I'm Joe ! Some of the things I enjoy in life are, the beach, urban farming, playing in my Classic Country band, Roller blading, playing guitar and riding bikes!",93947435
14241347,,14241347
2630113,"Chicago, IL I love to travel! I have a rescued pit bull and Chihuahua. I am married to a Chicago police officer who occasionally helps me with hosting our Airbnbs. He is very chill and isn't a douche. We are both VERY open minded.

My philosophy on life: I believe that EVERYONE has the right to pursue their dreams and passions and NOone has a right to tell you what to do as long as you aren't hurting anyone. I believe in diversity and learning about other's cultures and viewpoints. That's why I love to travel!

I currently host all the 2 bedroom listings and my 3 bedroom listings are handled by a fellow Superhost, Vlad. If you have any questions about anything please feel free to contact us prior to booking. Thank you!",2630113
172451747,,172451747
11539892,Aspiring world traveler based in Chicago,11539892
72646499,,72646499
182030137,"I enjoy immersive experiences with individuals as well as disciplines. Happily engaged to my life partner, Megan, we have explored numerous countries together as well as cities throughout the United States. Megan and I are eager to  host guests from around the world, as they visit Chicago for business and/or pleasure.

As a nonprofit professional in Chicago, I have a thorough understanding of the city's neighborhoods, cultures and experiences. To be sure, Chicago is much more than a city with big buildings--it offers diverse neighborhoods that encourage exploration. 

As an Airbnb Host, my guest can expect clean, comfortable and private accomodations, as well as a quick response time. I am also happy to provide detailed information on neighborhoods of interest in addition to the information provided about the lovely Andersonville neighborhood wherein my guests will be staying.",182030137
243917354,"I am a Claims Consultant with a busy schedule and travel often for work so I know and understand the desire to have a nice, clean and comfortable space when you have to be away from home. From one frequent traveler to another, I got you covered! Please read the description of the space before booking so that everyone is satisfied with their stay. Thanks and kindest regards.",243917354
356360409,,356360409
107434423,"We’re Blueground, a global proptech company with several thousand move-in-ready apartments in a growing number of major cities around the world. With flexible terms and homes in vibrant, centrally based neighborhoods, you’ll feel at home and free to roam for as long as you want — a month, a year, or longer. 

Each apartment is thoughtfully designed with exclusive furnishings, fully equipped kitchens, and incredible amenities – making every day a five-star experience. From day one, you’ll enjoy high-speed Wi-Fi, premium linens, and smart home entertainment. Plus, access to pools, gyms, and outdoor spaces in select buildings.

Why stress over your apartment? We provide a hassle-free alternative — a consistent, quality guest experience that starts even before you arrive. Because we let you book our most up-to-date apartment listings online, confirm with a click, pay securely, and check in easily. 

Even better? You can enhance your stay with car rentals, grocery delivery, laundry services, and more through our special partnerships. 

During your stay
Upon arrival, you’ll either be greeted personally by a Blueground team member or given self-check-in instructions. The entire apartment is yours! You’ll enjoy reliable support via email, phone, and our Guest App, where you can request everything from a home cleaning to extra towels. 

We’ll share all details upon confirmation of your stay.",107434423
113257336,,113257336
231516337,,231516337
82188778,"I'm Alison Egan. An Irish mum to Harry and Sophia and
wife to Jonny currently living in Chicago. I'm a Montessori teacher by profession and we split our time between Chicago and Portugal now so that we can be closer to family.",82188778
37369778,"Hi!, I'm a clean and quiet guy from Edmonton, Alberta, who now resides in Chicago, Illinois. I tend to travel for work, and to visit family and friends. ",37369778
9360222,"Hi my name is Olga. Im from Croatia. I speak English,Spanish, and Croatian. I love to travel, sing, dance and try new restaurants.",9360222
256309608,I  am blessed to be married to my best friend and have two wonderful children. I enjoy baking and doing crafts. I love to explore the city and look for interesting things to do with my family. I enjoy taking a bike ride or a nice walk around my neighborhood to appreciate the sites and sounds that Logan Square has to offer. I love hosting and spending time with family and friends. After a long day I like to enjoy a nice glass of wine and a good book.,256309608
178710732,,178710732
178710732,,178710732
178710732,,178710732
50333985,"Born and raised in Denver, Colorado.  Visited Chicago 2005 and literally fell in love.  That is the year I met my amazing wife.  She is born and raised in the amazing neighborhood Pilsen this is where we have chose to plant our flag as a family.  Pilsen is filled with so much culture from arts, music and amazing food.  In the summer you can definitely catch us at the many music and food fest that Pilsen and surrounding neighborhoods have.  You can catch us at the park playing with our daughter eating an “Elote” (Corn on stick) or “Paleta” (Mexican Popsicle) just enjoying the Chicago weather.

We became homeowners in 2018 and we now are excited to share what we have built with our guests.  When investing In Pilsen the buildings are old need allot of work, but have amazing character.  We have spent the last year making our property perfect while preserving the character.  We love to travel so we understand how important room accommodations are.  So we hope to make you as comfortable as possible on your visit to Pilsen and Chicago.  We love help so if there is anything you need please don’t hesitate to ask.  We look forward to having you as a guest in Pilsen and beautiful city of Chicago.",50333985
58253007,,58253007
255603957,India  has lived in the great neighborhood of Chicago Andersonville since 1998. India has been a Realtor since '98 and knows well the many fantastic neighborhoods of Chicago.,255603957
28777472,,28777472
245080472,"We were both born and raised in Toronto, Canada (our home away from home) and we've spent the last 15+ years loving our lives together and building our young family in this amazing City of Chicago.  While many of our friends have moved to the suburbs, we’ve discovered a vibrant and highly engaged community right here in Chicago's booming West Loop neighborhood, and never tire of checking out all of the world-class restaurants and events our city has to offer.

We consider it an honor to host guests from all over the United States and all across the world and to give them a chance to enjoy this area as much as we do.  And we do it because we know how great it feels to stay in a clean and cozy place in the heart of an inviting and exciting city when it's our turn to travel the globe!  It's good karma, and that's what we're all about!

Wishing you a happy stay,
Darsh + Bina",245080472
47056445,"Former hospitality worker and teacher, US naturalized born and raised in Uruguay (or as per the New York Times: the 'Switzerland' of South America). We ran a family-owned hotel in Punta del Este, a city compared to 'St-Tropez', the 'Hamptons' or 'Monaco' as per magazines Travel+Leisure, Newsweek, Caras, and more. As a descendent from European immigrants and Judeo-Christian refugees, I support Airbnb's 'Open Homes' and 'Project Lighthouse'.",47056445
24388042,,24388042
245574996,"Hello, I am a lover of sports and travel. I love meeting new cultures and people, it is for this reason that I also love working with Airbnb.

I hope you have a great visit and a great stay in my Studio.

Regards",245574996
65922463,"Easy going and love traveling myself. Originally from the Gage Park but have spent all my 20s in Pilsen. It has been an absolute dream moving here. It has changed so much in the past decade but there are still some gems and local 
spots left and have continued to be our favorite. 
Sean and I spend most of our year in Mexico and my family maintains our home. They always go the extra mile to maintain the house top tier for our guests. As far as being a guest, we understand that hosting can be a huge responsibility so we make sure we leave a place right how we received it.",65922463
45239294,,45239294
44773457,My fiancé are Airbnb’ing around the US for a year while we figure out where we want to settle ,44773457
3965428,"We are a short-term housing solutions company that provides fully furnished rentals for short and extended stays. Our properties are tailored to business professionals, insurance, relocation, traveling nurses and employees, couples, and families. ",3965428
28501460,"I am a mother of an seventh year old son and we travel the world together.  I am a teacher of students with specials needs so I am a very patient person.  I love to be in nature to feel the energy of the sun and breeze and watch the birds and other animals. I need to be outside daily.  I walk each dog each day to the beach even in ten below zero weather.  The ice formations were amazing this winter on lake Michigan.  I used to try to complete two triathlons per year.  I practice yoga and have been doing this since studying in India over twenty years ago.  I am currently a crew member and race weekly during boating season and have completed in 5 Chicago to Mackinac island race.  I have fun with my family skiing and sailing our 24  foot San Juan in the summer, going out to the movies, or the opera, or a bike ride along Chicago's lake front or just playing charades at home.  I enjoy reading but lately most of my spare time is spent in the garden and home improvement projects.  I am passionate about my students and I would like to take a group of inner city student to Europe.  This is one of my educational dreams. 
I am Jamaican.  I visit home to see my mother some times.  My son's father is from southern Italy so we eat pasta often :) .  I speak Patios, some Spanish, Italian and German and English.  I love getting lost in nature and meeting people from differing cultures and countries.  And I like adventure.  We once drove from Chicago to New York for Christmas to see my family, then from New Your through Mexico, El Salvador and Guatemala to Honduras to see my son's father family and back to Chicago.  That was my longest road trip.  I have done some short treks in the Himalayas in Nepal and India, I have done some scuba diving in the Great Barrier Reef and have ridden a motorcycle across the US. The rest you can find when you visit, or not, I am happy either way.  If you visit during sailing season you are invited to go sailing with us.  
Happy trails and I wish you a happy and amazing life.",28501460
49626033,"interior designer, love art  and love to travel on my days off!
",49626033
19645168,"Brandon has almost a decade of experience hosting guests on AirBnB while always staying focused on each guest's experience before, during, and after a reservation.   With listings in several U.S. cities, Brandon has cultivated a strong network of cleaners and maintenance professionals who help make sure everything runs smoothly and professionally.",19645168
252018909,"I’m a retired school principal who has fallen in love with the idea of being an Airbnb host.  Gardening and maintaining my koi/goldfish pond is my passion.  I have a two flat apartment building to share with travelers who desire the comfort of a home away from home.  My abode was occupied by family members for 40 years!  Everyone has moved on.  You are most welcome to enjoy a stay at “Carol’s Guesthouse “ during your next travel experience.  

You’ll have the entire 1st floor apartment to yourself.

The apartment is cleaned according to CDC guidelines.  Personal and household cleaning products are available for your convenience.

Sleeping on the sofa is not allowed.  There is a queen bed in each of the two bedrooms.  Enjoy a restful slumber!",252018909
173706590,Hey guys! I see your interested in coming to or near the Logan square area located here in Chicago IL. I am a very professional individual who spends most of my time at work or managing my other properties. I'm airbnb my apartment due to the fact that I am out of town a lot. I hope you guys are interested in my 2 bedroom apartment and hope to hear back from you soon. Thank!,173706590
234785808,"Hi - my name is Tracy.  I was born and raised in Illinois. I am a married to Andy (a Brit) and we have a beautiful book crazy little one.  I am a middle school teacher and also run my own skin care consultancy business (ask me about it!). 

My husband and I love socializing and meeting new people from other cultures. We love to travel and, in addition to domestic US destinations have recently been exploring the cultural delights of Europe (UK - my husband's home country, France and Cyprus).  

In addition to music and dancing, I enjoy cooking and am always open to new flavors and learning about different cuisines from around the world.

I am passionate about animals - we have two amazing dogs (that we rescued) and I like to do volunteer work for the Chicago Animal Care and Control facility.   ",234785808
41767444,,41767444
182780903,,182780903
153282233,"I am an Emergency Medicine doctor who loves Chicago!  Looking forward to welcoming guests from all around the world.  Please let me know if you have ANY questions about my city, how to get around and where to visit.  ",153282233
36549783,"I am a divorced father of three. My kids recently moved to Reading, PA and I visit them every few weeks.
I worked for Apple for 6 years. I currently consult with companies about technology/internet/social media/marketing/branding. I worked at AbbVie as a contractor for the last three years. 
We own the entire building—four floors. We really enjoy doing this.",36549783
96730613,Born and raised in Chicago and have been lucky enough to have explored such a beautiful city for over 3 decades! Will definitely provide recommendations to assist in ensuring you experience a memorable and unforgettable experience in the Windy City! Feel free to ask any questions.,96730613
257464365,Offering fully furnished condos since 2009,257464365
17405364,"Being an active Airbnb host myself, I can appreciate how much work and effort goes into being a great host! The Airbnb community platform has allowed me to meet tons of wonderful people that I would not have meet if it were not for this platform.

I am very respectful, easy going, and very active.  I work in a creative field and enjoy all forms of the arts. I'm internationally rounded and enjoy all cultures, foods and music.",17405364
205555232,Professional living in Chicago with my husband and three dogs.,205555232
193524050,"a Gemini, who still prefers her non-fiction books in hardcover format  I am a people person. ’m passionate about climbing mountains, cooking, reading, traveling and speaking with people from a different culture.  Some places I've visited to name a few are London, Paris, Rome, Venice, Barcelona, Hong Kong, Dubai, Lagos, Nigeria and Dubai. 

I enjoy long intimate dinners with friends, great conversation and good champagne. Fashion is another passion it’s the tool I use to express my individuality.  I am also a lover and supporter of the arts, dance, paintings, sculptures, and theater and music. I enjoy my me-time when I’m hiking, practicing yoga, taking a scenic walk or riding my bike on a lakefront trail. Exploring new places and things and what makes them unique is something that I live for. 

I an an adventurous foodie, who will try try almost anything at least once. LOL! Unlike Anthony Bourdain, who would eat everything and anything, aside from being my favorite chef, he will always be my inspiration for food, travel and culture. 

The six things I can not live without is a great book,  lip gloss, mascara, cell phone and Netflix. 

",193524050
3965428,"We are a short-term housing solutions company that provides fully furnished rentals for short and extended stays. Our properties are tailored to business professionals, insurance, relocation, traveling nurses and employees, couples, and families. ",3965428
245574996,"Hello, I am a lover of sports and travel. I love meeting new cultures and people, it is for this reason that I also love working with Airbnb.

I hope you have a great visit and a great stay in my Studio.

Regards",245574996
88720033,"I’m an interior design student from Chicago, and I love traveling.",88720033
198527414,,198527414
153282233,"I am an Emergency Medicine doctor who loves Chicago!  Looking forward to welcoming guests from all around the world.  Please let me know if you have ANY questions about my city, how to get around and where to visit.  ",153282233
